ROI_ID,ROI_Name,pIPS_Mean,LO_Mean,pIPS_SE,LO_SE,Difference,Abs_Difference,t_statistic,p_value,Effect_Size,p_FDR,Significant_FDR
23,7Networks_LH_SomMot_9,0.09196458,0.08687753,0.012949974206021841,0.012636112717584335,0.005087048,0.005087048,0.8552854444435907,0.4036344196850461,0.20159258,0.5812597541157917,False
184,7Networks_RH_Default_Par_3,0.06068424,0.05598404,0.012362680838812406,0.011196604611581836,0.0047002025,0.0047002025,0.8546527170240013,0.4039755291104752,0.20144367,0.5812597541157917,False
58,7Networks_LH_Limbic_TempPole_2,0.026930764,0.03162451,0.005244923963429663,0.004848983684084615,-0.0046937466,0.0046937466,-2.0960203770880974,0.05048231295462488,-0.4940368,0.11473252944232927,False
148,7Networks_RH_SalVentAttn_TempOccPar_1,0.0783293,0.07367903,0.012515952868301984,0.011722297221900489,0.0046502724,0.0046502724,0.8007794633542312,0.433702549173307,0.18874536,0.6097882966892566,False
187,7Networks_RH_Default_Temp_3,0.04540681,0.050040916,0.0092167596353017,0.012210939469934822,-0.0046341047,0.0046341047,-0.7514727929947884,0.4620812392312864,-0.1771241,0.624434107069306,False
41,7Networks_LH_DorsAttn_FEF_1,0.08849778,0.083895795,0.014090438575507982,0.01491501339534374,0.004601985,0.004601985,0.7731413167987884,0.44947326663149156,0.18223098,0.6138336621180279,False
48,7Networks_LH_SalVentAttn_FrOperIns_2,0.047602743,0.043038137,0.01795787268156739,0.008971506953458138,0.0045646057,0.0045646057,0.4511339031754537,0.6572807774752613,0.10633312,0.7824771160419777,False
138,7Networks_RH_DorsAttn_Post_4,0.081450224,0.085938066,0.011000372382771675,0.01313106733819276,-0.0044878423,0.0044878423,-0.5407150944266784,0.5953325391557308,-0.12744763,0.7357243794273332,False
195,7Networks_RH_Default_PFCdPFCm_5,0.03241496,0.027928503,0.011081681997492284,0.010614931358378252,0.0044864584,0.0044864584,1.3974889159508481,0.17925502059819567,0.32939133,0.3144824922775363,False
100,7Networks_LH_Default_PHC_1,0.06854807,0.06410815,0.009470921086670353,0.012648627214145725,0.00443992,0.00443992,0.7074194405117488,0.48836470192451586,0.16674015,0.6469128427754756,False
69,7Networks_LH_Cont_PFCl_4,0.07397984,0.078299165,0.01213527389914588,0.009608249803085242,-0.004319325,0.004319325,-0.5887353516142647,0.5633546640017234,-0.13876626,0.7176492535053801,False
60,7Networks_LH_Limbic_TempPole_4,0.014525186,0.018685808,0.005074677070134697,0.009605394450151307,-0.004160622,0.004160622,-0.6699344373610543,0.5114032463814663,-0.15790506,0.6641600602356704,False
89,7Networks_LH_Default_PFC_7,0.021624345,0.0174656,0.008467368369177742,0.00998039348048702,0.0041587446,0.0041587446,1.208910742837499,0.24233820803641476,0.28494313,0.4038970133940246,False
175,7Networks_RH_Cont_PFCl_6,0.041442253,0.04545741,0.008552240978924264,0.011671946094063695,-0.004015159,0.004015159,-0.7073295803005382,0.488419196295484,-0.16671918,0.6469128427754756,False
43,7Networks_LH_DorsAttn_PrCv_1,0.07000345,0.07398126,0.011922891534330763,0.010928092896485648,-0.003977813,0.003977813,-0.8573957912950186,0.4024980649326636,-0.20209064,0.5812597541157917,False
20,7Networks_LH_SomMot_6,0.06802751,0.0641342,0.01195051692440454,0.010045021372993485,0.0038933083,0.0038933083,1.0407416591430085,0.3117736391462368,0.24530484,0.4833699831724601,False
78,7Networks_LH_Default_Temp_5,0.068533495,0.072322175,0.013500080468513725,0.012098467963960963,-0.0037886798,0.0037886798,-0.7967170816021939,0.4359986321328184,-0.1877878,0.6097882966892566,False
35,7Networks_LH_DorsAttn_Post_5,0.111556694,0.11516347,0.013391503557966367,0.015168974860903791,-0.003606774,0.003606774,-0.34423897088040223,0.7346555222956817,-0.0811377,0.8348358207905473,False
172,7Networks_RH_Cont_PFCl_3,0.041728783,0.03852227,0.009401015790881326,0.005477277987938475,0.0032065138,0.0032065138,0.5595743412073518,0.5826666632431465,0.13189301,0.7323939341233623,False
52,7Networks_LH_SalVentAttn_Med_1,0.061279442,0.064351544,0.009395245260198918,0.012415073702105402,-0.0030721016,0.0030721016,-0.4614071961778658,0.650033489895103,-0.10875438,0.7784832214312611,False
22,7Networks_LH_SomMot_8,0.064325586,0.06134962,0.010680110493818685,0.01473955234214158,0.0029759668,0.0029759668,0.36752482377132445,0.7175133323997178,0.0866264,0.833320864109088,False
174,7Networks_RH_Cont_PFCl_5,0.038439628,0.04125798,0.007159525278933684,0.009812159264881194,-0.0028183535,0.0028183535,-0.5398204656089269,0.5959367473361399,-0.12723699,0.7357243794273332,False
21,7Networks_LH_SomMot_7,0.0778608,0.080628715,0.01068016006295073,0.013570067809762693,-0.002767913,0.002767913,-0.3757768508047531,0.7114747905546048,-0.08857112,0.833320864109088,False
24,7Networks_LH_SomMot_10,0.08300739,0.08024252,0.013497837892608713,0.014803544382333514,0.0027648658,0.0027648658,0.5033368912169465,0.6208311907164357,0.11863753,0.7481091508748245,False
169,7Networks_RH_Cont_PFCv_1,0.03992599,0.04251391,0.011291827768883843,0.010780826423735596,-0.002587922,0.002587922,-0.8191145397082826,0.42343416772469333,-0.19306688,0.6049059538924191,False
185,7Networks_RH_Default_Temp_1,0.018046672,0.020597922,0.007698674199322614,0.008818161424910697,-0.0025512502,0.0025512502,-0.949892266324286,0.35474772816515643,-0.22389203,0.5334552303235435,False
170,7Networks_RH_Cont_PFCl_1,0.030642187,0.033154204,0.006785354822279339,0.006136005602268519,-0.0025120173,0.0025120173,-1.15918261614453,0.26152888143126574,-0.27322143,0.43227914286159624,False
164,7Networks_RH_Limbic_TempPole_3,0.03193774,0.02955615,0.008431435021644888,0.005123995792600587,0.0023815911,0.0023815911,0.5118531256319327,0.614976286613178,0.120644905,0.7481091508748245,False
147,7Networks_RH_DorsAttn_PrCv_1,0.060297202,0.057953823,0.010084629673419459,0.005657481866973279,0.002343379,0.002343379,0.3840001504463063,0.7054767473698591,0.09050961,0.833320864109088,False
77,7Networks_LH_Default_Temp_4,0.05531379,0.057569962,0.012781147724752077,0.01523795287206746,-0.0022561736,0.0022561736,-0.35000536827262874,0.7303967066665832,-0.082496986,0.8347390933332379,False
159,7Networks_RH_Limbic_OFC_1,0.016408974,0.018584425,0.004891660570176344,0.006693555780969492,-0.0021754503,0.0021754503,-0.73306647066922,0.47295758768266105,-0.17278543,0.6348423995740416,False
85,7Networks_LH_Default_PFC_3,0.030777253,0.028713442,0.008728601113624926,0.005633181454627569,0.0020638108,0.0020638108,0.5124903491253321,0.6145392574961404,0.120795146,0.7481091508748245,False
167,7Networks_RH_Cont_Par_3,0.11138764,0.1094169,0.01198921161444848,0.008810361978375203,0.0019707382,0.0019707382,0.23388726706514157,0.8177119670634069,0.055127535,0.9035491348766926,False
161,7Networks_RH_Limbic_OFC_3,0.020984365,0.019035997,0.004633866897924954,0.0029979393969068063,0.0019483678,0.0019483678,0.6828228623623074,0.5034130255730309,0.16094276,0.6580562425791253,False
57,7Networks_LH_Limbic_TempPole_1,0.026825506,0.024966601,0.008557765373226852,0.004597272486191444,0.001858905,0.001858905,0.3630137185883925,0.7208225474543611,0.08556321,0.833320864109088,False
92,7Networks_LH_Default_PFC_10,0.061464794,0.06323988,0.012440763332108732,0.012094163141234765,-0.0017750859,0.0017750859,-0.31104146678183847,0.7593423969721995,-0.07331302,0.8580140078781915,False
171,7Networks_RH_Cont_PFCl_2,0.036716476,0.038433496,0.009565574198953822,0.005049917288677347,-0.0017170198,0.0017170198,-0.26359877898866846,0.7950831021673959,-0.062130723,0.8929466599444251,False
166,7Networks_RH_Cont_Par_2,0.0641138,0.0657008,0.011898353104687209,0.014017271972686362,-0.001586996,0.001586996,-0.19643729867991142,0.8464687172486551,-0.04630067,0.9251024232225739,False
139,7Networks_RH_DorsAttn_Post_5,0.09301259,0.09437818,0.01014845164021006,0.013987292903480572,-0.0013655871,0.0013655871,-0.13461016980912283,0.894413860483969,-0.031728145,0.9467222940253474,False
136,7Networks_RH_DorsAttn_Post_2,0.11431483,0.11546526,0.012042484757155409,0.011179251142164436,-0.0011504292,0.0011504292,-0.18959075660943786,0.8517513621101365,-0.044686954,0.9258166979458005,False
55,7Networks_LH_Limbic_OFC_1,0.027026152,0.028141037,0.006449112443402623,0.010331941183523376,-0.0011148844,0.0011148844,-0.21847578122945022,0.829516319835345,-0.0514951,0.911556395423456,False
163,7Networks_RH_Limbic_TempPole_2,0.020251144,0.02136363,0.0038010853954947342,0.003261124139588383,-0.0011124872,0.0011124872,-0.3541103473262374,0.7273704216504735,-0.083464645,0.8347390933332379,False
73,7Networks_LH_Cont_Cing_2,0.04262526,0.041553807,0.008072722015107154,0.007774725212845231,0.0010714531,0.0010714531,0.3700560588571573,0.7156590038207458,0.08722345,0.833320864109088,False
76,7Networks_LH_Default_Temp_3,0.039585836,0.040551275,0.009194092013072806,0.013108920191850356,-0.0009654388,0.0009654388,-0.13430390556239075,0.8946525678539532,-0.03165586,0.9467222940253474,False
38,7Networks_LH_DorsAttn_Post_8,0.13712618,0.13807736,0.013237247837597721,0.011766307774036339,-0.0009511858,0.0009511858,-0.09337283360345118,0.9266388374993761,-0.02200884,0.9676495225590859,False
154,7Networks_RH_SalVentAttn_FrOperIns_3,0.048284207,0.049115185,0.013876481963430278,0.006509103058142094,-0.00083097816,0.00083097816,-0.08858408198346648,0.9303906091889881,-0.020879423,0.9676495225590859,False
59,7Networks_LH_Limbic_TempPole_3,0.020502409,0.019741835,0.008713679095598439,0.006269974300706824,0.0007605739,0.0007605739,0.2568799133385933,0.8001847723412088,0.060547374,0.8929466599444251,False
56,7Networks_LH_Limbic_OFC_2,0.019053701,0.019760225,0.0046587258176463975,0.006455082105253425,-0.00070652366,0.00070652366,-0.25232057582768785,0.8036519939499827,-0.059472468,0.8929466599444251,False
83,7Networks_LH_Default_PFC_1,0.030396637,0.030998578,0.010167504134360373,0.010828155543797954,-0.0006019417,0.0006019417,-0.16936254503718698,0.8674002885190117,-0.03991943,0.9375336301613958,False
152,7Networks_RH_SalVentAttn_FrOperIns_1,0.025699409,0.02625613,0.006618317102964295,0.010070993034265356,-0.0005567204,0.0005567204,-0.09899057314201515,0.9222398531075635,-0.023332417,0.9676495225590859,False
64,7Networks_LH_Cont_Temp_1,0.0552684,0.054721802,0.007698387894853034,0.00822702132212639,0.00054659694,0.00054659694,0.08425743522146825,0.9337817892695178,0.019859677,0.9676495225590859,False
74,7Networks_LH_Default_Temp_1,0.022459377,0.0229692,0.011155421209253067,0.009183476527052932,-0.00050982274,0.00050982274,-0.1635518856384972,0.8719062760500982,-0.038549617,0.9375336301613958,False
156,7Networks_RH_SalVentAttn_Med_1,0.05782781,0.057353992,0.00915987820163785,0.011607460071831709,0.00047381967,0.00047381967,0.07021121425025914,0.9447997188192685,0.016548801,0.9690253526351472,False
179,7Networks_RH_Cont_Cing_2,0.03941313,0.03984586,0.008143834917509666,0.008672430740613885,-0.00043272972,0.00043272972,-0.14271782802806543,0.8880984636824265,-0.033639,0.9467222940253474,False
102,7Networks_RH_Vis_2,0.08354434,0.08312342,0.0098352054927221,0.01298604685990855,0.00042092055,0.00042092055,0.044459589903617557,0.9650275756154397,0.010479314,0.981911601753209,False
90,7Networks_LH_Default_PFC_8,0.0384597,0.03819592,0.009103944563964343,0.009206721886062233,0.00026378036,0.00026378036,0.07377004437243286,0.942006978512665,0.01738764,0.9690253526351472,False
162,7Networks_RH_Limbic_TempPole_1,0.019813444,0.01968322,0.005541173026466835,0.0030985019189064354,0.00013022497,0.00013022497,0.04171780976011154,0.9671829277269108,0.00983312,0.981911601753209,False
190,7Networks_RH_Default_PFCv_1,0.041569185,0.041667096,0.009505801517467317,0.0053963615077134075,-9.7911805e-05,9.7911805e-05,-0.020231309146912794,0.984081431882222,-0.0047685006,0.9940216483658808,False
181,7Networks_RH_Cont_PFCmp_2,0.06156482,0.061595432,0.013437657547743133,0.008766559103809825,-3.061071e-05,3.061071e-05,-0.005003472145120942,0.9960628599939224,-0.0011791314,0.9960628599939224,False
194,7Networks_RH_Default_PFCdPFCm_4,0.020990849,0.020964669,0.008678310665242878,0.008257086709993158,2.6179478e-05,2.6179478e-05,0.011211458938673575,0.9911780658404064,0.0026425738,0.9960628599939224,False
