ROI_ID,ROI_Name,pIPS_Connectivity,LO_Connectivity,Difference,Abs_Difference,CI_Lower,CI_Upper,LOO_Reliability,Bootstrap_Significant,LOO_Significant,Combined_Significant,Direction,Condition,Analysis_Type
121,7Networks_RH_SomMot_6,0.11819653438093762,0.061725220229062766,0.056471314151874855,0.056471314151874855,0.03940900660430392,0.07294075013422924,0.9444444444444444,True,True,True,pIPS > LO,nontools,fc
122,7Networks_RH_SomMot_7,0.11926326486799452,0.08266656105923983,0.03659670380875468,0.03659670380875468,0.018998585354226327,0.05462292270320985,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
123,7Networks_RH_SomMot_8,0.12182761004401578,0.07422788337700897,0.047599726667006806,0.047599726667006806,0.03320630429209107,0.06184221371077,0.8888888888888888,True,True,True,pIPS > LO,nontools,fc
124,7Networks_RH_SomMot_9,0.1541414000093937,0.1181218325574365,0.036019567451957196,0.036019567451957196,0.018191848176583245,0.05467616739915682,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
125,7Networks_RH_SomMot_10,0.16259062786897024,0.11323086565567388,0.04935976221329637,0.04935976221329637,0.025339449176357852,0.07371929338615801,0.8333333333333334,True,True,True,pIPS > LO,nontools,fc
126,7Networks_RH_SomMot_11,0.13306915051200324,0.0855524319017099,0.04751671861029334,0.04751671861029334,0.027917316771991954,0.06681556538161303,0.8333333333333334,True,True,True,pIPS > LO,nontools,fc
127,7Networks_RH_SomMot_12,0.1724236032201184,0.13131024825593662,0.04111335496418178,0.04111335496418178,0.021072333887503993,0.061517446305111245,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
128,7Networks_RH_SomMot_13,0.1796230992509259,0.14486304629180166,0.03476005295912424,0.03476005295912424,0.010042713892956584,0.058601372202651374,0.7222222222222222,True,False,False,pIPS > LO,nontools,fc
129,7Networks_RH_SomMot_14,0.18326004201339352,0.13282751550690997,0.050432526506483555,0.050432526506483555,0.0259872156402303,0.0747558550676331,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
130,7Networks_RH_SomMot_15,0.17548340414133337,0.11522109025261468,0.060262313888718694,0.060262313888718694,0.034960951847541666,0.08596748326284191,0.7222222222222222,True,False,False,pIPS > LO,nontools,fc
