ROI_ID,ROI_Name,pIPS_tools,LO_tools,Difference
182,7Networks_RH_Default_Par_1,0.12225120731939872,0.06802529686441024,0.05422591045498848
183,7Networks_RH_Default_Par_2,0.11605210012445848,0.08803597237500879,0.028016127749449685
184,7Networks_RH_Default_Par_3,0.06951981032681134,0.03779927907615072,0.03172053125066062
185,7Networks_RH_Default_Temp_1,0.021591650710130732,0.022560854778728552,-0.0009692040685978197
186,7Networks_RH_Default_Temp_2,0.058306455379351974,0.05347602188380228,0.004830433495549694
187,7Networks_RH_Default_Temp_3,0.08561019087210298,0.0697602765996837,0.015849914272419274
188,7Networks_RH_Default_Temp_4,0.11586561943921778,0.1009363278798345,0.014929291559383273
189,7Networks_RH_Default_Temp_5,0.13414478343394068,0.11499928248425324,0.019145500949687436
190,7Networks_RH_Default_PFCv_1,0.05697129064032601,0.055223572740538254,0.001747717899787754
191,7Networks_RH_Default_PFCdPFCm_1,0.035434590031703316,0.03509215634160986,0.0003424336900934577
192,7Networks_RH_Default_PFCdPFCm_2,0.033703387598507106,0.032569544570934444,0.0011338430275726619
193,7Networks_RH_Default_PFCdPFCm_3,0.015845983140429273,0.017764908843673766,-0.0019189257032444923
194,7Networks_RH_Default_PFCdPFCm_4,0.022116484456799097,0.033297933967939265,-0.011181449511140168
195,7Networks_RH_Default_PFCdPFCm_5,0.04160029415248169,0.05452612694352865,-0.012925832791046962
196,7Networks_RH_Default_PFCdPFCm_6,0.07006868864927027,0.05003900727671054,0.020029681372559727
197,7Networks_RH_Default_PFCdPFCm_7,0.08550389142086108,0.06715795532282856,0.01834593609803252
198,7Networks_RH_Default_pCunPCC_1,0.1527204125498732,0.06504218311359485,0.08767822943627836
199,7Networks_RH_Default_pCunPCC_2,0.12372159135217468,0.07819166867476371,0.045529922677410975
200,7Networks_RH_Default_pCunPCC_3,0.16077696180178058,0.08989177168243462,0.07088519011934596
201,Wang_pIPS,0.20953714764780468,0.17423408519890574,0.03530306244889894
202,Wang_LO,0.21380518045690325,0.3839131486084726,-0.17010796815156934
