left_ventral_visual_cortex,left_dorsal_visual_cortex,left_LO,left_PFS,left_pIPS,left_aIPS,left_V1,left_hemi,right_ventral_visual_cortex,right_dorsal_visual_cortex,right_LO,right_PFS,right_pIPS,right_aIPS,right_V1,right_hemi
18651.162680308025,22348.85616048177,1631.024371776316,2297.0661296844482,2265.7604496876397,1031.0697885884179,22439.853407118055,75043.62400987413,8381.944118923611,13550.064202202691,1043.6909836000866,485.4280823601617,2277.838462034861,2166.8586825264824,15140.579795837402,68483.123046875
16234.51344320509,18491.675517638523,1384.2169376280572,1839.6475256813897,1405.9753597709869,1825.5444866683747,29923.327311197918,83187.54069010417,8759.541646321615,10742.865356445312,947.1425747474035,1145.6682868533665,2021.5447086228264,1945.7862275441487,16519.838067796496,58792.334340413414
17342.37398338318,17562.908069239722,1679.0723051495022,2253.1563803354898,2242.2636940015686,2304.2904372347725,25055.882866753473,81793.9326985677,9960.820746527777,12301.381612141928,979.3213453027937,1035.7113454606797,2150.6145887904695,2296.4730796813965,19684.911580403645,63536.154900444875
17219.52406141493,20124.866856071683,1199.9586194952328,2016.0430908203125,2216.0699372026656,1059.4008735285865,32756.924750434027,89824.36511230469,9119.629191080729,10691.365709092883,954.9572263028887,774.5707002215916,1993.661853366428,1854.6348519855076,19836.57302602132,63053.28569878472
12466.774293899536,19216.61221324073,1148.4020140899552,2362.0592930052017,1554.0989623003536,2997.728432714939,25302.610243055555,79306.67164442275,8271.788214789496,12379.427286783854,1249.1487820280922,1094.9249714745415,2751.9659620391,1325.4801773495144,18231.410077412922,59695.19135877821
16513.610733879937,16040.643225007587,1599.534265299638,2147.99244234297,2687.4459196329117,994.5059803260697,25036.947564019098,80519.88473849827,8559.776814778646,14555.513014051648,924.7687230375078,998.9467496871948,1125.6345080799526,1432.072734620836,19668.530802408855,62396.084045410156
15496.12071524726,16261.590250651041,1578.441775282224,2471.974753273858,2049.1207469966675,1311.2344371411536,29445.322428385418,95266.04713948567,9186.892842610678,12632.290900336371,1155.0457511478,1234.4943378236558,2542.1921050283645,2624.165932973226,21442.546835157606,76057.03380669488
15826.752972284952,17412.467790497674,1345.6804252531792,2203.7395441267226,1704.9580871595276,1497.0863267448212,26984.32253689236,75585.7614271376,9799.504509819879,11965.01988389757,802.1314320166906,674.2788003285726,1892.0184581544663,1684.8526389863755,13960.72650994195,65196.378750271266
19144.088298797607,20497.702826605902,1560.0680812531048,2003.640563752916,1622.2691050900353,1667.857597556379,28238.288113064234,73420.18395317925,8247.054117838541,12877.52357313368,1277.23886179924,658.1576521131727,2429.059257136451,1168.7229232788086,16160.854359944662,76406.25957912869
19503.77863290575,15448.561594751147,1251.6752923594581,1876.2698006100125,1555.1941885020997,1293.6154977877934,31028.18674045139,88690.00286865234,8434.940470377604,11182.779676649305,598.0231193304062,618.0632077323066,2307.555451022254,1728.940013355679,19829.241036309137,70879.73318142361
16756.87915166219,16148.018203788333,819.9090889758534,2001.6249760521782,1815.273323741224,1693.895282626152,26550.089735243055,64278.90367974175,12008.959025065104,10253.626051161023,1116.3119948440128,782.3975353240967,2395.7165445751616,3076.116985321045,18880.666886223687,76019.72265625
17128.30727873908,17717.475674973593,1137.2034827272098,2183.339811537001,2155.127710660299,1778.8190538022254,25762.071234809027,75463.56504313152,11455.836317274305,12994.144422743055,789.1073820458519,932.792205174764,2694.17609945933,1795.784086757236,15921.079496595594,72184.6769273546
14431.700957404242,18071.937610255347,984.8384241130617,1988.794086350335,2071.516120129161,1493.203757332431,27570.89613172743,81346.35616726345,10979.291619194879,13711.353766547309,876.6491752995385,957.9421464072334,2008.6990728908115,1542.1693170335557,19463.24311319987,89827.56947496202
15336.363593843249,18325.4776687887,1422.9830060137642,1362.093069712321,2396.826601008574,2109.102959142791,21756.29749891493,85505.29909261067,10977.071058485242,14493.232666015625,974.9697683917152,648.50062084198,2623.337026807997,1896.9176048702664,19665.912624782984,65645.78272162544
16594.938016679553,19140.19342128436,1312.642715798484,1912.1673860549927,3026.3071331911615,1617.5359433094661,25922.649088541668,81103.16606309678,12589.301907009549,10880.431627061633,844.7482074631585,889.7594061957466,2101.541425122155,1351.4512010150486,17398.523996141223,64035.41279093424
