subject,seed_roi,seed_hemisphere,target_roi,target_hemisphere,task,analysis,mean_activation
sub-spaceloc1010,PFS,right,LO,left,ToolLoc,ppi,-0.0094489973058184
sub-spaceloc1010,PFS,right,LO,right,ToolLoc,ppi,3.250662729525092e-05
sub-spaceloc1010,PFS,right,PFS,left,ToolLoc,ppi,-0.0094489973058184
sub-spaceloc1010,PFS,right,PFS,right,ToolLoc,ppi,3.250662729525092e-05
sub-spaceloc1010,PFS,right,aIPS,left,ToolLoc,ppi,-0.0094489973058184
sub-spaceloc1010,PFS,right,aIPS,right,ToolLoc,ppi,3.250662729525092e-05
sub-spaceloc1010,aIPS,left,pIPS,left,ToolLoc,ppi,-0.02408155144422973
sub-spaceloc1010,aIPS,left,pIPS,right,ToolLoc,ppi,-0.0041315061956491515
sub-spaceloc1010,aIPS,left,LO,left,ToolLoc,ppi,-0.02408155144422973
sub-spaceloc1010,aIPS,left,LO,right,ToolLoc,ppi,-0.0041315061956491515
sub-spaceloc1010,aIPS,left,PFS,left,ToolLoc,ppi,-0.02408155144422973
sub-spaceloc1010,aIPS,left,PFS,right,ToolLoc,ppi,-0.0041315061956491515
sub-spaceloc1010,aIPS,left,aIPS,left,ToolLoc,ppi,-0.02408155144422973
sub-spaceloc1010,aIPS,left,aIPS,right,ToolLoc,ppi,-0.0041315061956491515
sub-spaceloc1010,aIPS,right,pIPS,left,ToolLoc,ppi,0.006122451286267387
sub-spaceloc1010,aIPS,right,pIPS,right,ToolLoc,ppi,0.032802424192878196
sub-spaceloc1010,aIPS,right,LO,left,ToolLoc,ppi,0.006122451286267387
sub-spaceloc1010,aIPS,right,LO,right,ToolLoc,ppi,0.032802424192878196
sub-spaceloc1010,aIPS,right,PFS,left,ToolLoc,ppi,0.006122451286267387
sub-spaceloc1010,aIPS,right,PFS,right,ToolLoc,ppi,0.032802424192878196
sub-spaceloc1010,aIPS,right,aIPS,left,ToolLoc,ppi,0.006122451286267387
sub-spaceloc1010,aIPS,right,aIPS,right,ToolLoc,ppi,0.032802424192878196
sub-spaceloc1011,pIPS,left,pIPS,left,ToolLoc,ppi,0.015988596975702145
sub-spaceloc1011,pIPS,left,pIPS,right,ToolLoc,ppi,0.0006860007869125855
sub-spaceloc1011,pIPS,left,LO,left,ToolLoc,ppi,0.015988596975702145
sub-spaceloc1011,pIPS,left,LO,right,ToolLoc,ppi,0.0006860007869125855
sub-spaceloc1011,pIPS,left,PFS,left,ToolLoc,ppi,0.015988596975702145
sub-spaceloc1011,pIPS,left,PFS,right,ToolLoc,ppi,0.0006860007869125855
sub-spaceloc1011,pIPS,left,aIPS,left,ToolLoc,ppi,0.015988596975702145
sub-spaceloc1011,pIPS,left,aIPS,right,ToolLoc,ppi,0.0006860007869125855
sub-spaceloc1011,pIPS,right,pIPS,left,ToolLoc,ppi,0.0031159762946038464
sub-spaceloc1011,pIPS,right,pIPS,right,ToolLoc,ppi,0.014429141836018546
sub-spaceloc1011,pIPS,right,LO,left,ToolLoc,ppi,0.0031159762946038464
sub-spaceloc1011,pIPS,right,LO,right,ToolLoc,ppi,0.014429141836018546
sub-spaceloc1011,pIPS,right,PFS,left,ToolLoc,ppi,0.0031159762946038464
sub-spaceloc1011,pIPS,right,PFS,right,ToolLoc,ppi,0.014429141836018546
sub-spaceloc1011,pIPS,right,aIPS,left,ToolLoc,ppi,0.0031159762946038464
sub-spaceloc1011,pIPS,right,aIPS,right,ToolLoc,ppi,0.014429141836018546
sub-spaceloc1011,LO,left,pIPS,left,ToolLoc,ppi,0.0006265398298733329
sub-spaceloc1011,LO,left,pIPS,right,ToolLoc,ppi,-0.010848025338821097
sub-spaceloc1011,LO,left,LO,left,ToolLoc,ppi,0.0006265398298733329
sub-spaceloc1011,LO,left,LO,right,ToolLoc,ppi,-0.010848025338821097
sub-spaceloc1011,LO,left,PFS,left,ToolLoc,ppi,0.0006265398298733329
sub-spaceloc1011,LO,left,PFS,right,ToolLoc,ppi,-0.010848025338821097
sub-spaceloc1011,LO,left,aIPS,left,ToolLoc,ppi,0.0006265398298733329
sub-spaceloc1011,LO,left,aIPS,right,ToolLoc,ppi,-0.010848025338821097
sub-spaceloc1011,LO,right,pIPS,left,ToolLoc,ppi,-0.01192073494026421
sub-spaceloc1011,LO,right,pIPS,right,ToolLoc,ppi,-0.015008577180663701
sub-spaceloc1011,LO,right,LO,left,ToolLoc,ppi,-0.01192073494026421
sub-spaceloc1011,LO,right,LO,right,ToolLoc,ppi,-0.015008577180663701
sub-spaceloc1011,LO,right,PFS,left,ToolLoc,ppi,-0.01192073494026421
sub-spaceloc1011,LO,right,PFS,right,ToolLoc,ppi,-0.015008577180663701
sub-spaceloc1011,LO,right,aIPS,left,ToolLoc,ppi,-0.01192073494026421
sub-spaceloc1011,LO,right,aIPS,right,ToolLoc,ppi,-0.015008577180663701
sub-spaceloc1011,PFS,left,pIPS,left,ToolLoc,ppi,-0.00020935590457936217
sub-spaceloc1011,PFS,left,pIPS,right,ToolLoc,ppi,-0.0005805908363651146
sub-spaceloc1011,PFS,left,LO,left,ToolLoc,ppi,-0.00020935590457936217
sub-spaceloc1011,PFS,left,LO,right,ToolLoc,ppi,-0.0005805908363651146
sub-spaceloc1011,PFS,left,PFS,left,ToolLoc,ppi,-0.00020935590457936217
sub-spaceloc1011,PFS,left,PFS,right,ToolLoc,ppi,-0.0005805908363651146
sub-spaceloc1011,PFS,left,aIPS,left,ToolLoc,ppi,-0.00020935590457936217
sub-spaceloc1011,PFS,left,aIPS,right,ToolLoc,ppi,-0.0005805908363651146
sub-spaceloc1011,PFS,right,pIPS,left,ToolLoc,ppi,-0.00045486326585627727
sub-spaceloc1011,PFS,right,pIPS,right,ToolLoc,ppi,0.00046399448937418957
sub-spaceloc1011,PFS,right,LO,left,ToolLoc,ppi,-0.00045486326585627727
sub-spaceloc1011,PFS,right,LO,right,ToolLoc,ppi,0.00046399448937418957
sub-spaceloc1011,PFS,right,PFS,left,ToolLoc,ppi,-0.00045486326585627727
sub-spaceloc1011,PFS,right,PFS,right,ToolLoc,ppi,0.00046399448937418957
sub-spaceloc1011,PFS,right,aIPS,left,ToolLoc,ppi,-0.00045486326585627727
sub-spaceloc1011,PFS,right,aIPS,right,ToolLoc,ppi,0.00046399448937418957
sub-spaceloc1011,aIPS,left,pIPS,left,ToolLoc,ppi,-0.01635880880629208
sub-spaceloc1011,aIPS,left,pIPS,right,ToolLoc,ppi,-0.01164205131223345
sub-spaceloc1011,aIPS,left,LO,left,ToolLoc,ppi,-0.01635880880629208
sub-spaceloc1011,aIPS,left,LO,right,ToolLoc,ppi,-0.01164205131223345
sub-spaceloc1011,aIPS,left,PFS,left,ToolLoc,ppi,-0.01635880880629208
sub-spaceloc1011,aIPS,left,PFS,right,ToolLoc,ppi,-0.01164205131223345
sub-spaceloc1011,aIPS,left,aIPS,left,ToolLoc,ppi,-0.01635880880629208
sub-spaceloc1011,aIPS,left,aIPS,right,ToolLoc,ppi,-0.01164205131223345
sub-spaceloc1011,aIPS,right,pIPS,left,ToolLoc,ppi,-0.012955340619814163
sub-spaceloc1011,aIPS,right,pIPS,right,ToolLoc,ppi,-0.010958032549061844
sub-spaceloc1011,aIPS,right,LO,left,ToolLoc,ppi,-0.012955340619814163
sub-spaceloc1011,aIPS,right,LO,right,ToolLoc,ppi,-0.010958032549061844
sub-spaceloc1011,aIPS,right,PFS,left,ToolLoc,ppi,-0.012955340619814163
sub-spaceloc1011,aIPS,right,PFS,right,ToolLoc,ppi,-0.010958032549061844
sub-spaceloc1011,aIPS,right,aIPS,left,ToolLoc,ppi,-0.012955340619814163
sub-spaceloc1011,aIPS,right,aIPS,right,ToolLoc,ppi,-0.010958032549061844
sub-spaceloc1012,pIPS,left,pIPS,left,ToolLoc,ppi,0.01771621941183896
sub-spaceloc1012,pIPS,left,pIPS,right,ToolLoc,ppi,0.016849461148455237
sub-spaceloc1012,pIPS,left,LO,left,ToolLoc,ppi,0.01771621941183896
sub-spaceloc1012,pIPS,left,LO,right,ToolLoc,ppi,0.016849461148455237
sub-spaceloc1012,pIPS,left,PFS,left,ToolLoc,ppi,0.01771621941183896
sub-spaceloc1012,pIPS,left,PFS,right,ToolLoc,ppi,0.016849461148455237
sub-spaceloc1012,pIPS,left,aIPS,left,ToolLoc,ppi,0.01771621941183896
sub-spaceloc1012,pIPS,left,aIPS,right,ToolLoc,ppi,0.016849461148455237
sub-spaceloc1012,pIPS,right,pIPS,left,ToolLoc,ppi,0.04154877113380834
sub-spaceloc1012,pIPS,right,pIPS,right,ToolLoc,ppi,0.04522560306941159
sub-spaceloc1012,pIPS,right,LO,left,ToolLoc,ppi,0.04154877113380834
sub-spaceloc1012,pIPS,right,LO,right,ToolLoc,ppi,0.04522560306941159
sub-spaceloc1012,pIPS,right,PFS,left,ToolLoc,ppi,0.04154877113380834
sub-spaceloc1012,pIPS,right,PFS,right,ToolLoc,ppi,0.04522560306941159
sub-spaceloc1012,pIPS,right,aIPS,left,ToolLoc,ppi,0.04154877113380834
sub-spaceloc1012,pIPS,right,aIPS,right,ToolLoc,ppi,0.04522560306941159
sub-spaceloc1012,LO,left,pIPS,left,ToolLoc,ppi,-0.0006557955057360232
sub-spaceloc1012,LO,left,pIPS,right,ToolLoc,ppi,0.012329637791046592
sub-spaceloc1012,LO,left,LO,left,ToolLoc,ppi,-0.0006557955057360232
sub-spaceloc1012,LO,left,LO,right,ToolLoc,ppi,0.012329637791046592
sub-spaceloc1012,LO,left,PFS,left,ToolLoc,ppi,-0.0006557955057360232
sub-spaceloc1012,LO,left,PFS,right,ToolLoc,ppi,0.012329637791046592
sub-spaceloc1012,LO,left,aIPS,left,ToolLoc,ppi,-0.0006557955057360232
sub-spaceloc1012,LO,left,aIPS,right,ToolLoc,ppi,0.012329637791046592
sub-spaceloc1012,LO,right,pIPS,left,ToolLoc,ppi,-0.0033635245416550326
sub-spaceloc1012,LO,right,pIPS,right,ToolLoc,ppi,0.013478182975318184
sub-spaceloc1012,LO,right,LO,left,ToolLoc,ppi,-0.0033635245416550326
sub-spaceloc1012,LO,right,LO,right,ToolLoc,ppi,0.013478182975318184
sub-spaceloc1012,LO,right,PFS,left,ToolLoc,ppi,-0.0033635245416550326
sub-spaceloc1012,LO,right,PFS,right,ToolLoc,ppi,0.013478182975318184
sub-spaceloc1012,LO,right,aIPS,left,ToolLoc,ppi,-0.0033635245416550326
sub-spaceloc1012,LO,right,aIPS,right,ToolLoc,ppi,0.013478182975318184
sub-spaceloc1012,PFS,left,pIPS,left,ToolLoc,ppi,0.007075977819373033
sub-spaceloc1012,PFS,left,pIPS,right,ToolLoc,ppi,0.011550522600406442
sub-spaceloc1012,PFS,left,LO,left,ToolLoc,ppi,0.007075977819373033
sub-spaceloc1012,PFS,left,LO,right,ToolLoc,ppi,0.011550522600406442
sub-spaceloc1012,PFS,left,PFS,left,ToolLoc,ppi,0.007075977819373033
sub-spaceloc1012,PFS,left,PFS,right,ToolLoc,ppi,0.011550522600406442
sub-spaceloc1012,PFS,left,aIPS,left,ToolLoc,ppi,0.007075977819373033
sub-spaceloc1012,PFS,left,aIPS,right,ToolLoc,ppi,0.011550522600406442
sub-spaceloc1012,PFS,right,pIPS,left,ToolLoc,ppi,0.00682905257157732
sub-spaceloc1012,PFS,right,pIPS,right,ToolLoc,ppi,0.010358602458092553
sub-spaceloc1012,PFS,right,LO,left,ToolLoc,ppi,0.00682905257157732
sub-spaceloc1012,PFS,right,LO,right,ToolLoc,ppi,0.010358602458092553
sub-spaceloc1012,PFS,right,PFS,left,ToolLoc,ppi,0.00682905257157732
sub-spaceloc1012,PFS,right,PFS,right,ToolLoc,ppi,0.010358602458092553
sub-spaceloc1012,PFS,right,aIPS,left,ToolLoc,ppi,0.00682905257157732
sub-spaceloc1012,PFS,right,aIPS,right,ToolLoc,ppi,0.010358602458092553
sub-spaceloc1012,aIPS,left,pIPS,left,ToolLoc,ppi,0.02957128443960271
sub-spaceloc1012,aIPS,left,pIPS,right,ToolLoc,ppi,0.025627278971710597
sub-spaceloc1012,aIPS,left,LO,left,ToolLoc,ppi,0.02957128443960271
sub-spaceloc1012,aIPS,left,LO,right,ToolLoc,ppi,0.025627278971710597
sub-spaceloc1012,aIPS,left,PFS,left,ToolLoc,ppi,0.02957128443960271
sub-spaceloc1012,aIPS,left,PFS,right,ToolLoc,ppi,0.025627278971710597
sub-spaceloc1012,aIPS,left,aIPS,left,ToolLoc,ppi,0.02957128443960271
sub-spaceloc1012,aIPS,left,aIPS,right,ToolLoc,ppi,0.025627278971710597
sub-spaceloc1012,aIPS,right,pIPS,left,ToolLoc,ppi,0.03630915695989351
sub-spaceloc1012,aIPS,right,pIPS,right,ToolLoc,ppi,0.020694950100732967
sub-spaceloc1012,aIPS,right,LO,left,ToolLoc,ppi,0.03630915695989351
sub-spaceloc1012,aIPS,right,LO,right,ToolLoc,ppi,0.020694950100732967
sub-spaceloc1012,aIPS,right,PFS,left,ToolLoc,ppi,0.03630915695989351
sub-spaceloc1012,aIPS,right,PFS,right,ToolLoc,ppi,0.020694950100732967
sub-spaceloc1012,aIPS,right,aIPS,left,ToolLoc,ppi,0.03630915695989351
sub-spaceloc1012,aIPS,right,aIPS,right,ToolLoc,ppi,0.020694950100732967
sub-spaceloc2013,pIPS,left,pIPS,left,ToolLoc,ppi,0.018927815220946366
sub-spaceloc2013,pIPS,left,pIPS,right,ToolLoc,ppi,0.004060051339963736
sub-spaceloc2013,pIPS,left,LO,left,ToolLoc,ppi,0.018927815220946366
sub-spaceloc2013,pIPS,left,LO,right,ToolLoc,ppi,0.004060051339963736
sub-spaceloc2013,pIPS,left,PFS,left,ToolLoc,ppi,0.018927815220946366
sub-spaceloc2013,pIPS,left,PFS,right,ToolLoc,ppi,0.004060051339963736
sub-spaceloc2013,pIPS,left,aIPS,left,ToolLoc,ppi,0.018927815220946366
sub-spaceloc2013,pIPS,left,aIPS,right,ToolLoc,ppi,0.004060051339963736
sub-spaceloc2013,pIPS,right,pIPS,left,ToolLoc,ppi,0.01585665454622358
sub-spaceloc2013,pIPS,right,pIPS,right,ToolLoc,ppi,-0.003207161292372909
sub-spaceloc2013,pIPS,right,LO,left,ToolLoc,ppi,0.01585665454622358
sub-spaceloc2013,pIPS,right,LO,right,ToolLoc,ppi,-0.003207161292372909
sub-spaceloc2013,pIPS,right,PFS,left,ToolLoc,ppi,0.01585665454622358
sub-spaceloc2013,pIPS,right,PFS,right,ToolLoc,ppi,-0.003207161292372909
sub-spaceloc2013,pIPS,right,aIPS,left,ToolLoc,ppi,0.01585665454622358
sub-spaceloc2013,pIPS,right,aIPS,right,ToolLoc,ppi,-0.003207161292372909
sub-spaceloc2013,LO,left,pIPS,left,ToolLoc,ppi,0.004763579551588025
sub-spaceloc2013,LO,left,pIPS,right,ToolLoc,ppi,0.015707378217999914
sub-spaceloc2013,LO,left,LO,left,ToolLoc,ppi,0.004763579551588025
sub-spaceloc2013,LO,left,LO,right,ToolLoc,ppi,0.015707378217999914
sub-spaceloc2013,LO,left,PFS,left,ToolLoc,ppi,0.004763579551588025
sub-spaceloc2013,LO,left,PFS,right,ToolLoc,ppi,0.015707378217999914
sub-spaceloc2013,LO,left,aIPS,left,ToolLoc,ppi,0.004763579551588025
sub-spaceloc2013,LO,left,aIPS,right,ToolLoc,ppi,0.015707378217999914
sub-spaceloc2013,LO,right,pIPS,left,ToolLoc,ppi,0.006655526788611161
sub-spaceloc2013,LO,right,pIPS,right,ToolLoc,ppi,0.011740333818036247
sub-spaceloc2013,LO,right,LO,left,ToolLoc,ppi,0.006655526788611161
sub-spaceloc2013,LO,right,LO,right,ToolLoc,ppi,0.011740333818036247
sub-spaceloc2013,LO,right,PFS,left,ToolLoc,ppi,0.006655526788611161
sub-spaceloc2013,LO,right,PFS,right,ToolLoc,ppi,0.011740333818036247
sub-spaceloc2013,LO,right,aIPS,left,ToolLoc,ppi,0.006655526788611161
sub-spaceloc2013,LO,right,aIPS,right,ToolLoc,ppi,0.011740333818036247
sub-spaceloc2013,PFS,left,pIPS,left,ToolLoc,ppi,-0.0023269401695610475
sub-spaceloc2013,PFS,left,pIPS,right,ToolLoc,ppi,0.007638753029327331
sub-spaceloc2013,PFS,left,LO,left,ToolLoc,ppi,-0.0023269401695610475
sub-spaceloc2013,PFS,left,LO,right,ToolLoc,ppi,0.007638753029327331
sub-spaceloc2013,PFS,left,PFS,left,ToolLoc,ppi,-0.0023269401695610475
sub-spaceloc2013,PFS,left,PFS,right,ToolLoc,ppi,0.007638753029327331
sub-spaceloc2013,PFS,left,aIPS,left,ToolLoc,ppi,-0.0023269401695610475
sub-spaceloc2013,PFS,left,aIPS,right,ToolLoc,ppi,0.007638753029327331
sub-spaceloc2013,PFS,right,pIPS,left,ToolLoc,ppi,0.0004036464594849219
sub-spaceloc2013,PFS,right,pIPS,right,ToolLoc,ppi,0.010291737889532339
sub-spaceloc2013,PFS,right,LO,left,ToolLoc,ppi,0.0004036464594849219
sub-spaceloc2013,PFS,right,LO,right,ToolLoc,ppi,0.010291737889532339
sub-spaceloc2013,PFS,right,PFS,left,ToolLoc,ppi,0.0004036464594849219
sub-spaceloc2013,PFS,right,PFS,right,ToolLoc,ppi,0.010291737889532339
sub-spaceloc2013,PFS,right,aIPS,left,ToolLoc,ppi,0.0004036464594849219
sub-spaceloc2013,PFS,right,aIPS,right,ToolLoc,ppi,0.010291737889532339
sub-spaceloc2013,aIPS,left,pIPS,left,ToolLoc,ppi,0.013390671946706439
sub-spaceloc2013,aIPS,left,pIPS,right,ToolLoc,ppi,-0.011162778129801154
sub-spaceloc2013,aIPS,left,LO,left,ToolLoc,ppi,0.013390671946706439
sub-spaceloc2013,aIPS,left,LO,right,ToolLoc,ppi,-0.011162778129801154
sub-spaceloc2013,aIPS,left,PFS,left,ToolLoc,ppi,0.013390671946706439
sub-spaceloc2013,aIPS,left,PFS,right,ToolLoc,ppi,-0.011162778129801154
sub-spaceloc2013,aIPS,left,aIPS,left,ToolLoc,ppi,0.013390671946706439
sub-spaceloc2013,aIPS,left,aIPS,right,ToolLoc,ppi,-0.011162778129801154
sub-spaceloc2013,aIPS,right,pIPS,left,ToolLoc,ppi,-0.001843196114283824
sub-spaceloc2013,aIPS,right,pIPS,right,ToolLoc,ppi,-0.011449226588191433
sub-spaceloc2013,aIPS,right,LO,left,ToolLoc,ppi,-0.001843196114283824
sub-spaceloc2013,aIPS,right,LO,right,ToolLoc,ppi,-0.011449226588191433
sub-spaceloc2013,aIPS,right,PFS,left,ToolLoc,ppi,-0.001843196114283824
sub-spaceloc2013,aIPS,right,PFS,right,ToolLoc,ppi,-0.011449226588191433
sub-spaceloc2013,aIPS,right,aIPS,left,ToolLoc,ppi,-0.001843196114283824
sub-spaceloc2013,aIPS,right,aIPS,right,ToolLoc,ppi,-0.011449226588191433
sub-spaceloc2014,pIPS,left,pIPS,left,ToolLoc,ppi,0.03484301615870841
sub-spaceloc2014,pIPS,left,pIPS,right,ToolLoc,ppi,0.0335520582089016
sub-spaceloc2014,pIPS,left,LO,left,ToolLoc,ppi,0.03484301615870841
sub-spaceloc2014,pIPS,left,LO,right,ToolLoc,ppi,0.0335520582089016
sub-spaceloc2014,pIPS,left,PFS,left,ToolLoc,ppi,0.03484301615870841
sub-spaceloc2014,pIPS,left,PFS,right,ToolLoc,ppi,0.0335520582089016
sub-spaceloc2014,pIPS,left,aIPS,left,ToolLoc,ppi,0.03484301615870841
sub-spaceloc2014,pIPS,left,aIPS,right,ToolLoc,ppi,0.0335520582089016
sub-spaceloc2014,pIPS,right,pIPS,left,ToolLoc,ppi,0.025718953071728997
sub-spaceloc2014,pIPS,right,pIPS,right,ToolLoc,ppi,0.02020564972137747
sub-spaceloc2014,pIPS,right,LO,left,ToolLoc,ppi,0.025718953071728997
sub-spaceloc2014,pIPS,right,LO,right,ToolLoc,ppi,0.02020564972137747
sub-spaceloc2014,pIPS,right,PFS,left,ToolLoc,ppi,0.025718953071728997
sub-spaceloc2014,pIPS,right,PFS,right,ToolLoc,ppi,0.02020564972137747
sub-spaceloc2014,pIPS,right,aIPS,left,ToolLoc,ppi,0.025718953071728997
sub-spaceloc2014,pIPS,right,aIPS,right,ToolLoc,ppi,0.02020564972137747
sub-spaceloc2014,LO,left,pIPS,left,ToolLoc,ppi,-0.039576328234448864
sub-spaceloc2014,LO,left,pIPS,right,ToolLoc,ppi,-0.02766923600523444
sub-spaceloc2014,LO,left,LO,left,ToolLoc,ppi,-0.039576328234448864
sub-spaceloc2014,LO,left,LO,right,ToolLoc,ppi,-0.02766923600523444
sub-spaceloc2014,LO,left,PFS,left,ToolLoc,ppi,-0.039576328234448864
sub-spaceloc2014,LO,left,PFS,right,ToolLoc,ppi,-0.02766923600523444
sub-spaceloc2014,LO,left,aIPS,left,ToolLoc,ppi,-0.039576328234448864
sub-spaceloc2014,LO,left,aIPS,right,ToolLoc,ppi,-0.02766923600523444
sub-spaceloc2014,LO,right,pIPS,left,ToolLoc,ppi,-0.032513608242560735
sub-spaceloc2014,LO,right,pIPS,right,ToolLoc,ppi,-0.024214800946884253
sub-spaceloc2014,LO,right,LO,left,ToolLoc,ppi,-0.032513608242560735
sub-spaceloc2014,LO,right,LO,right,ToolLoc,ppi,-0.024214800946884253
sub-spaceloc2014,LO,right,PFS,left,ToolLoc,ppi,-0.032513608242560735
sub-spaceloc2014,LO,right,PFS,right,ToolLoc,ppi,-0.024214800946884253
sub-spaceloc2014,LO,right,aIPS,left,ToolLoc,ppi,-0.032513608242560735
sub-spaceloc2014,LO,right,aIPS,right,ToolLoc,ppi,-0.024214800946884253
sub-spaceloc2014,PFS,left,pIPS,left,ToolLoc,ppi,-0.020341225783730415
sub-spaceloc2014,PFS,left,pIPS,right,ToolLoc,ppi,-0.015425890492571688
sub-spaceloc2014,PFS,left,LO,left,ToolLoc,ppi,-0.020341225783730415
sub-spaceloc2014,PFS,left,LO,right,ToolLoc,ppi,-0.015425890492571688
sub-spaceloc2014,PFS,left,PFS,left,ToolLoc,ppi,-0.020341225783730415
sub-spaceloc2014,PFS,left,PFS,right,ToolLoc,ppi,-0.015425890492571688
sub-spaceloc2014,PFS,left,aIPS,left,ToolLoc,ppi,-0.020341225783730415
sub-spaceloc2014,PFS,left,aIPS,right,ToolLoc,ppi,-0.015425890492571688
sub-spaceloc2014,PFS,right,pIPS,left,ToolLoc,ppi,-0.021300798686362605
sub-spaceloc2014,PFS,right,pIPS,right,ToolLoc,ppi,-0.014045104089150714
sub-spaceloc2014,PFS,right,LO,left,ToolLoc,ppi,-0.021300798686362605
sub-spaceloc2014,PFS,right,LO,right,ToolLoc,ppi,-0.014045104089150714
sub-spaceloc2014,PFS,right,PFS,left,ToolLoc,ppi,-0.021300798686362605
sub-spaceloc2014,PFS,right,PFS,right,ToolLoc,ppi,-0.014045104089150714
sub-spaceloc2014,PFS,right,aIPS,left,ToolLoc,ppi,-0.021300798686362605
sub-spaceloc2014,PFS,right,aIPS,right,ToolLoc,ppi,-0.014045104089150714
sub-spaceloc2014,aIPS,left,pIPS,left,ToolLoc,ppi,0.02555079989823077
sub-spaceloc2014,aIPS,left,pIPS,right,ToolLoc,ppi,0.01646384493556227
sub-spaceloc2014,aIPS,left,LO,left,ToolLoc,ppi,0.02555079989823077
sub-spaceloc2014,aIPS,left,LO,right,ToolLoc,ppi,0.01646384493556227
sub-spaceloc2014,aIPS,left,PFS,left,ToolLoc,ppi,0.02555079989823077
sub-spaceloc2014,aIPS,left,PFS,right,ToolLoc,ppi,0.01646384493556227
sub-spaceloc2014,aIPS,left,aIPS,left,ToolLoc,ppi,0.02555079989823077
sub-spaceloc2014,aIPS,left,aIPS,right,ToolLoc,ppi,0.01646384493556227
sub-spaceloc2014,aIPS,right,pIPS,left,ToolLoc,ppi,0.028767836930597663
sub-spaceloc2014,aIPS,right,pIPS,right,ToolLoc,ppi,0.006599379159336516
sub-spaceloc2014,aIPS,right,LO,left,ToolLoc,ppi,0.028767836930597663
sub-spaceloc2014,aIPS,right,LO,right,ToolLoc,ppi,0.006599379159336516
sub-spaceloc2014,aIPS,right,PFS,left,ToolLoc,ppi,0.028767836930597663
sub-spaceloc2014,aIPS,right,PFS,right,ToolLoc,ppi,0.006599379159336516
sub-spaceloc2014,aIPS,right,aIPS,left,ToolLoc,ppi,0.028767836930597663
sub-spaceloc2014,aIPS,right,aIPS,right,ToolLoc,ppi,0.006599379159336516
sub-spaceloc2015,pIPS,left,pIPS,left,ToolLoc,ppi,0.0075762454683528
sub-spaceloc2015,pIPS,left,pIPS,right,ToolLoc,ppi,0.01825447440952868
sub-spaceloc2015,pIPS,left,LO,left,ToolLoc,ppi,0.0075762454683528
sub-spaceloc2015,pIPS,left,LO,right,ToolLoc,ppi,0.01825447440952868
sub-spaceloc2015,pIPS,left,PFS,left,ToolLoc,ppi,0.0075762454683528
sub-spaceloc2015,pIPS,left,PFS,right,ToolLoc,ppi,0.01825447440952868
sub-spaceloc2015,pIPS,left,aIPS,left,ToolLoc,ppi,0.0075762454683528
sub-spaceloc2015,pIPS,left,aIPS,right,ToolLoc,ppi,0.01825447440952868
sub-spaceloc2015,pIPS,right,pIPS,left,ToolLoc,ppi,0.019449002090234147
sub-spaceloc2015,pIPS,right,pIPS,right,ToolLoc,ppi,0.01773033020934006
sub-spaceloc2015,pIPS,right,LO,left,ToolLoc,ppi,0.019449002090234147
sub-spaceloc2015,pIPS,right,LO,right,ToolLoc,ppi,0.01773033020934006
sub-spaceloc2015,pIPS,right,PFS,left,ToolLoc,ppi,0.019449002090234147
sub-spaceloc2015,pIPS,right,PFS,right,ToolLoc,ppi,0.01773033020934006
sub-spaceloc2015,pIPS,right,aIPS,left,ToolLoc,ppi,0.019449002090234147
sub-spaceloc2015,pIPS,right,aIPS,right,ToolLoc,ppi,0.01773033020934006
sub-spaceloc2015,LO,left,pIPS,left,ToolLoc,ppi,-0.013902142988068559
sub-spaceloc2015,LO,left,pIPS,right,ToolLoc,ppi,-0.01550127509816558
sub-spaceloc2015,LO,left,LO,left,ToolLoc,ppi,-0.013902142988068559
sub-spaceloc2015,LO,left,LO,right,ToolLoc,ppi,-0.01550127509816558
sub-spaceloc2015,LO,left,PFS,left,ToolLoc,ppi,-0.013902142988068559
sub-spaceloc2015,LO,left,PFS,right,ToolLoc,ppi,-0.01550127509816558
sub-spaceloc2015,LO,left,aIPS,left,ToolLoc,ppi,-0.013902142988068559
sub-spaceloc2015,LO,left,aIPS,right,ToolLoc,ppi,-0.01550127509816558
sub-spaceloc2015,LO,right,pIPS,left,ToolLoc,ppi,0.0013487743818315497
sub-spaceloc2015,LO,right,pIPS,right,ToolLoc,ppi,-0.013438591533067505
sub-spaceloc2015,LO,right,LO,left,ToolLoc,ppi,0.0013487743818315497
sub-spaceloc2015,LO,right,LO,right,ToolLoc,ppi,-0.013438591533067505
sub-spaceloc2015,LO,right,PFS,left,ToolLoc,ppi,0.0013487743818315497
sub-spaceloc2015,LO,right,PFS,right,ToolLoc,ppi,-0.013438591533067505
sub-spaceloc2015,LO,right,aIPS,left,ToolLoc,ppi,0.0013487743818315497
sub-spaceloc2015,LO,right,aIPS,right,ToolLoc,ppi,-0.013438591533067505
sub-spaceloc2015,PFS,left,pIPS,left,ToolLoc,ppi,-0.0038019685029472123
sub-spaceloc2015,PFS,left,pIPS,right,ToolLoc,ppi,-0.013782567554153502
sub-spaceloc2015,PFS,left,LO,left,ToolLoc,ppi,-0.0038019685029472123
sub-spaceloc2015,PFS,left,LO,right,ToolLoc,ppi,-0.013782567554153502
sub-spaceloc2015,PFS,left,PFS,left,ToolLoc,ppi,-0.0038019685029472123
sub-spaceloc2015,PFS,left,PFS,right,ToolLoc,ppi,-0.013782567554153502
