parcel,schaefer_resolution,schaefer_index,schaefer_name,overlap_percentage,unique_coverage,cumulative_unique_coverage
pIPS,400,126,7Networks_LH_Cont_Par_1,0.036497344409641835,0.036497344409641835,0.28707612692360074
pIPS,400,28,7Networks_LH_Vis_29,0.035816423804984336,0.035816423804984336,0.3228925507285851
pIPS,400,274,7Networks_RH_DorsAttn_Post_5,0.035816423804984336,0.035816423804984336,0.3587089745335694
pIPS,400,226,7Networks_RH_Vis_27,0.03540787144218984,0.03540787144218984,0.39411684597575924
pIPS,400,30,7Networks_LH_Vis_31,0.034999319079395345,0.034999319079395345,0.4291161650551546
pIPS,400,143,7Networks_LH_Cont_pCun_1,0.03418221435380635,0.03418221435380635,0.46329837940896096
pIPS,400,74,7Networks_LH_DorsAttn_Post_7,0.03282037314449135,0.03282037314449135,0.4961187525534523
pIPS,400,27,7Networks_LH_Vis_28,0.029960506604929864,0.029960506604929864,0.5260792591583822
pIPS,400,333,7Networks_RH_Cont_Par_3,0.029688138363066868,0.029688138363066868,0.555767397521449
pIPS,400,273,7Networks_RH_DorsAttn_Post_4,0.02927958600027237,0.02927958600027237,0.5850469835217214
pIPS,400,227,7Networks_RH_Vis_28,0.023423668800217894,0.023423668800217894,0.6084706523219392
pIPS,400,279,7Networks_RH_DorsAttn_Post_10,0.023423668800217894,0.023423668800217894,0.631894321122157
pIPS,400,225,7Networks_RH_Vis_26,0.021653275228108403,0.021653275228108403,0.6535475963502655
pIPS,400,72,7Networks_LH_DorsAttn_Post_5,0.021517091107176905,0.021517091107176905,0.6750646874574424
pIPS,400,22,7Networks_LH_Vis_23,0.019201961051341414,0.019201961051341414,0.6942666485087838
pIPS,400,129,7Networks_LH_Cont_Par_4,0.019065776930409915,0.019065776930409915,0.7133324254391937
pIPS,400,163,7Networks_LH_Default_Par_6,0.018521040446683918,0.018521040446683918,0.7318534658858776
pIPS,400,276,7Networks_RH_DorsAttn_Post_7,0.018384856325752416,0.018384856325752416,0.75023832221163
pIPS,400,29,7Networks_LH_Vis_30,0.01770393572109492,0.01770393572109492,0.767942257932725
pIPS,400,355,7Networks_RH_Cont_pCun_1,0.01729538335830042,0.01729538335830042,0.7852376412910254
pIPS,400,221,7Networks_RH_Vis_22,0.016342094511779925,0.016342094511779925,0.8015797358028053
pIPS,400,285,7Networks_RH_DorsAttn_Post_16,0.016205910390848427,0.016205910390848427,0.8177856461936537
pIPS,400,24,7Networks_LH_Vis_25,0.009260520223341959,0.009260520223341959,0.8270461664169957
pIPS,400,284,7Networks_RH_DorsAttn_Post_15,0.0076263107721639654,0.0076263107721639654,0.8346724771891596
pIPS,400,144,7Networks_LH_Cont_pCun_2,0.006128285441917472,0.006128285441917472,0.8408007626310771
pIPS,400,77,7Networks_LH_DorsAttn_Post_10,0.005855917200054473,0.005855917200054473,0.8466566798311316
pIPS,400,283,7Networks_RH_DorsAttn_Post_14,0.005311180716328476,0.005311180716328476,0.8519678605474601
aIPS,400,80,7Networks_LH_DorsAttn_Post_13,0.04532742950361221,0.04532742950361221,0.04532742950361221
aIPS,400,285,7Networks_RH_DorsAttn_Post_16,0.04474481472850152,0.04474481472850152,0.09007224423211373
aIPS,400,281,7Networks_RH_DorsAttn_Post_12,0.04241435562805873,0.04241435562805873,0.13248659986017247
aIPS,400,288,7Networks_RH_DorsAttn_Post_19,0.035539501281752504,0.035539501281752504,0.16802610114192498
aIPS,400,83,7Networks_LH_DorsAttn_Post_16,0.03390817991144256,0.03390817991144256,0.20193428105336753
aIPS,400,283,7Networks_RH_DorsAttn_Post_14,0.031461197855977625,0.031461197855977625,0.23339547890934514
aIPS,400,286,7Networks_RH_DorsAttn_Post_17,0.03111162899091121,0.03111162899091121,0.26450710790025633
aIPS,400,74,7Networks_LH_DorsAttn_Post_7,0.02913073875553484,0.02913073875553484,0.2936378466557912
aIPS,400,284,7Networks_RH_DorsAttn_Post_15,0.028548123980424143,0.028548123980424143,0.32218597063621535
aIPS,400,287,7Networks_RH_DorsAttn_Post_18,0.028548123980424143,0.028548123980424143,0.3507340946166395
aIPS,400,274,7Networks_RH_DorsAttn_Post_5,0.028315078070379866,0.028315078070379866,0.3790491726870194
aIPS,400,30,7Networks_LH_Vis_31,0.028082032160335585,0.028082032160335585,0.407131204847355
aIPS,400,126,7Networks_LH_Cont_Par_1,0.02749941738522489,0.02749941738522489,0.43463062223257987
aIPS,400,229,7Networks_RH_Vis_30,0.027149848520158473,0.027149848520158473,0.4617804707527383
aIPS,400,143,7Networks_LH_Cont_pCun_1,0.02540200419482638,0.02540200419482638,0.48718247494756467
aIPS,400,333,7Networks_RH_Cont_Par_3,0.025168958284782102,0.025168958284782102,0.5123514332323468
aIPS,400,279,7Networks_RH_DorsAttn_Post_10,0.024586343509671406,0.024586343509671406,0.5369377767420181
aIPS,400,129,7Networks_LH_Cont_Par_4,0.024353297599627125,0.024353297599627125,0.5612910743416453
aIPS,400,144,7Networks_LH_Cont_pCun_2,0.02377068282451643,0.02377068282451643,0.5850617571661617
aIPS,400,81,7Networks_LH_DorsAttn_Post_14,0.02365415986949429,0.02365415986949429,0.608715917035656
aIPS,400,82,7Networks_LH_DorsAttn_Post_15,0.0219063155441622,0.0219063155441622,0.6306222325798182
aIPS,400,76,7Networks_LH_DorsAttn_Post_9,0.02027499417385225,0.02027499417385225,0.6508972267536705
aIPS,400,77,7Networks_LH_DorsAttn_Post_10,0.01829410393847588,0.01829410393847588,0.6691913306921463
aIPS,400,228,7Networks_RH_Vis_29,0.01817758098345374,0.01817758098345374,0.6873689116756001
aIPS,400,57,7Networks_LH_SomMot_27,0.016080167793055232,0.016080167793055232,0.7034490794686553
aIPS,400,276,7Networks_RH_DorsAttn_Post_7,0.014798415287811699,0.014798415287811699,0.718247494756467
aIPS,400,266,7Networks_RH_SomMot_37,0.014448846422745281,0.014448846422745281,0.7326963411792122
aIPS,400,72,7Networks_LH_DorsAttn_Post_5,0.014099277557678863,0.014099277557678863,0.746795618736891
aIPS,400,355,7Networks_RH_Cont_pCun_1,0.012351433232346772,0.012351433232346772,0.7591470519692378
aIPS,400,28,7Networks_LH_Vis_29,0.012234910277324634,0.012234910277324634,0.7713819622465624
aIPS,400,79,7Networks_LH_DorsAttn_Post_12,0.012001864367280355,0.012001864367280355,0.7833838266138428
aIPS,400,226,7Networks_RH_Vis_27,0.011885341412258214,0.011885341412258214,0.7952691680261009
aIPS,400,163,7Networks_LH_Default_Par_6,0.011419249592169658,0.011419249592169658,0.8066884176182706
aIPS,400,336,7Networks_RH_Cont_Par_6,0.008506175716616174,0.008506175716616174,0.8151945933348868
aIPS,400,225,7Networks_RH_Vis_26,0.0074574691214169195,0.0074574691214169195,0.8226520624563036
aIPS,400,257,7Networks_RH_SomMot_28,0.006991377301328362,0.006991377301328362,0.829643439757632
aIPS,400,280,7Networks_RH_DorsAttn_Post_11,0.006059193661151247,0.006059193661151247,0.8357026334187833
aIPS,400,26,7Networks_LH_Vis_27,0.005127010020974132,0.005127010020974132,0.8408296434397574
