parcel,schaefer_resolution,schaefer_index,schaefer_name,overlap_percentage,unique_coverage,cumulative_unique_coverage
aIPS,1000,727,7Networks_RH_DorsAttn_Post_44,0.014215800512701002,0.014215800512701002,0.2991144255418317
aIPS,1000,200,7Networks_LH_DorsAttn_Post_29,0.013283616872523888,0.013283616872523888,0.3123980424143556
aIPS,1000,900,7Networks_RH_Cont_pCun_3,0.013283616872523888,0.013283616872523888,0.3256816592868795
aIPS,1000,710,7Networks_RH_DorsAttn_Post_27,0.012934048007457469,0.012934048007457469,0.33861570729433693
aIPS,1000,80,7Networks_LH_Vis_81,0.01281752505243533,0.01281752505243533,0.35143323234677226
aIPS,1000,717,7Networks_RH_DorsAttn_Post_34,0.012584479142391051,0.012584479142391051,0.3640177114891633
aIPS,1000,216,7Networks_LH_DorsAttn_Post_45,0.012234910277324634,0.012234910277324634,0.37625262176648794
aIPS,1000,702,7Networks_RH_DorsAttn_Post_19,0.012001864367280355,0.012001864367280355,0.3882544861337683
aIPS,1000,576,7Networks_RH_Vis_77,0.011885341412258214,0.011885341412258214,0.4001398275460265
aIPS,1000,726,7Networks_RH_DorsAttn_Post_43,0.011885341412258214,0.011885341412258214,0.4120251689582847
aIPS,1000,197,7Networks_LH_DorsAttn_Post_26,0.011768818457236076,0.011768818457236076,0.4237939874155208
aIPS,1000,363,7Networks_LH_Cont_pCun_4,0.011535772547191797,0.011535772547191797,0.4353297599627126
aIPS,1000,723,7Networks_RH_DorsAttn_Post_40,0.01118620368212538,0.01118620368212538,0.446515963644838
aIPS,1000,578,7Networks_RH_Vis_79,0.010487065951992542,0.010487065951992542,0.45700302959683053
aIPS,1000,212,7Networks_LH_DorsAttn_Post_41,0.010370542996970404,0.010370542996970404,0.4673735725938009
aIPS,1000,732,7Networks_RH_DorsAttn_Post_49,0.010370542996970404,0.010370542996970404,0.4777441155907713
aIPS,1000,330,7Networks_LH_Cont_Par_14,0.010254020041948263,0.010254020041948263,0.48799813563271954
aIPS,1000,731,7Networks_RH_DorsAttn_Post_48,0.010020974131903984,0.010020974131903984,0.49801910976462355
aIPS,1000,213,7Networks_LH_DorsAttn_Post_42,0.009904451176881846,0.009904451176881846,0.5079235609415054
aIPS,1000,218,7Networks_LH_DorsAttn_Post_47,0.009787928221859706,0.009787928221859706,0.5177114891633651
aIPS,1000,217,7Networks_LH_DorsAttn_Post_46,0.009671405266837567,0.009671405266837567,0.5273828944302026
aIPS,1000,705,7Networks_RH_DorsAttn_Post_22,0.009671405266837567,0.009671405266837567,0.5370542996970401
aIPS,1000,575,7Networks_RH_Vis_76,0.009438359356793288,0.009438359356793288,0.5464926590538334
aIPS,1000,191,7Networks_LH_DorsAttn_Post_20,0.009205313446749009,0.009205313446749009,0.5556979725005824
aIPS,1000,207,7Networks_LH_DorsAttn_Post_36,0.009205313446749009,0.009205313446749009,0.5649032859473314
aIPS,1000,214,7Networks_LH_DorsAttn_Post_43,0.009205313446749009,0.009205313446749009,0.5741085993940804
aIPS,1000,331,7Networks_LH_Cont_Par_15,0.00897226753670473,0.00897226753670473,0.5830808669307852
aIPS,1000,202,7Networks_LH_DorsAttn_Post_31,0.008739221626660453,0.008739221626660453,0.5918200885574456
aIPS,1000,854,7Networks_RH_Cont_Par_13,0.008506175716616174,0.008506175716616174,0.6003262642740618
aIPS,1000,79,7Networks_LH_Vis_80,0.008389652761594034,0.008389652761594034,0.6087159170356558
aIPS,1000,733,7Networks_RH_DorsAttn_Post_50,0.008389652761594034,0.008389652761594034,0.6171055697972497
aIPS,1000,205,7Networks_LH_DorsAttn_Post_34,0.008156606851549755,0.008156606851549755,0.6252621766487995
aIPS,1000,75,7Networks_LH_Vis_76,0.008040083896527616,0.008040083896527616,0.6333022605453271
aIPS,1000,203,7Networks_LH_DorsAttn_Post_32,0.008040083896527616,0.008040083896527616,0.6413423444418548
aIPS,1000,361,7Networks_LH_Cont_pCun_2,0.008040083896527616,0.008040083896527616,0.6493824283383824
aIPS,1000,390,7Networks_LH_Default_Par_17,0.008040083896527616,0.008040083896527616,0.6574225122349101
aIPS,1000,150,7Networks_LH_SomMot_70,0.007923560941505477,0.007923560941505477,0.6653460731764156
aIPS,1000,858,7Networks_RH_Cont_Par_17,0.007923560941505477,0.007923560941505477,0.6732696341179211
aIPS,1000,734,7Networks_RH_DorsAttn_Post_51,0.007807037986483337,0.007807037986483337,0.6810766721044044
aIPS,1000,211,7Networks_LH_DorsAttn_Post_40,0.007573992076439058,0.007573992076439058,0.6886506641808434
aIPS,1000,730,7Networks_RH_DorsAttn_Post_47,0.007573992076439058,0.007573992076439058,0.6962246562572825
aIPS,1000,329,7Networks_LH_Cont_Par_13,0.0072244232113726405,0.0072244232113726405,0.7034490794686551
aIPS,1000,704,7Networks_RH_DorsAttn_Post_21,0.007107900256350501,0.007107900256350501,0.7105569797250056
aIPS,1000,724,7Networks_RH_DorsAttn_Post_41,0.007107900256350501,0.007107900256350501,0.7176648799813562
aIPS,1000,728,7Networks_RH_DorsAttn_Post_45,0.007107900256350501,0.007107900256350501,0.7247727802377067
aIPS,1000,159,7Networks_LH_SomMot_79,0.006991377301328362,0.006991377301328362,0.7317641575390351
aIPS,1000,76,7Networks_LH_Vis_77,0.006874854346306222,0.006874854346306222,0.7386390118853413
aIPS,1000,714,7Networks_RH_DorsAttn_Post_31,0.006641808436261944,0.006641808436261944,0.7452808203216033
aIPS,1000,721,7Networks_RH_DorsAttn_Post_38,0.0065252854812398045,0.0065252854812398045,0.751806105802843
aIPS,1000,328,7Networks_LH_Cont_Par_12,0.005709624796084829,0.005709624796084829,0.7575157305989279
aIPS,1000,667,7Networks_RH_SomMot_87,0.005709624796084829,0.005709624796084829,0.7632253553950127
aIPS,1000,208,7Networks_LH_DorsAttn_Post_37,0.00559310184106269,0.00559310184106269,0.7688184572360753
aIPS,1000,580,7Networks_RH_Vis_81,0.00559310184106269,0.00559310184106269,0.774411559077138
aIPS,1000,78,7Networks_LH_Vis_79,0.005360055931018411,0.005360055931018411,0.7797716150081564
aIPS,1000,656,7Networks_RH_SomMot_76,0.005360055931018411,0.005360055931018411,0.7851316709391748
aIPS,1000,496,7Networks_LH_Default_pCunPCC_32,0.005010487065951992,0.005010487065951992,0.7901421580051268
